ORIGEM DOS DADOS;CÓDIGO OBRA;PROCESSO;SECRETARIA CONTRATANTE;SECRETARIA RESPONSÁVEL;SUBPREFEITURA;REGIÃO;DISTRITO;LOCAL;LATITUDE;LONGITUDE;NOME DA OBRA;ESCOPO DO CONTRATO;CATEGORIA;SUBCATEGORIA;CLASSIFICAÇÃO;STATUS;FONTES DE RECURSO;DT INÍCIO DA OBRA;DT TÉRMINO DA OBRA;NÚMERO DO CONTRATO;EMPRESA CONTRATADA;CNPJ CONTRATADA;PROGRAMA DE METAS;VALOR INICIAL DO CONTRATO;VALOR DE ADITAMENTOS;VALOR TOTAL DO CONTRATO;VALOR EXECUTADO DO CONTRATO;VALOR DE REAJUSTES;VALOR DE INVESTIMENTOS
SIURB;C1042201;6022202200019452;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;IT;LESTE;Vila Curuçá;Rua Luiz Nardim, 94;-23.4950;-46.4292;CONTENÇÃO DA MARGEM DO CÓRREGO E RECOMPOSIÇÃO DO PAVIMENTO ASFÁLTICO;Intervenção, em caráter emergencial, para realização de obras para contenção da margem do córrego e recomposição do pavimento asfáltico na Av. Marechal Tito X Rua Almachio de Castro Neves X Rua Tarde De Maio – Margem direita de montante a jusante – Subprefeitura Itaquera;Drenagem;CONSTRUÇÃO;Margens de córrego;CONCLUÍDA;00-Tesouro Municipal;02/05/2022;29/10/2022;104/SIURB/22;RAMON AGUILERA PARTICIPAÇÕES E EMPREENDIMENTOS LTDA;	11823795000154;	;R$9.004.173,57;R$0,00;R$9.004.173,57;R$8.922.973,83;R$0,00;R$8.922.973,83
SIURB;C1052201;6022202200019444;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;IT;LESTE;Itaim Paulista;Rua Giovanni Mosto, 18B;-23.4890;-46.3871;CONTENÇÃO DAS MARGENS DO CÓRREGO - RUA GIOVANNI MOSTO;Intervenção, em caráter emergencial, para realização de obras para contenção das margens do córrego localizado na Rua Giovanni Mosto - Subprefeitura Itaim Paulista;Drenagem;CONSTRUÇÃO;Margens de córrego;CONCLUÍDA;00-Tesouro Municipal;02/05/2022;29/10/2022;105/SIURB/22;F.F.L. SINALIZAÇÃO, COMERCIO E SERVIÇOS EIRELI;	08068681000131;	;R$10.095.603,66;R$0,00;R$10.095.603,66;R$10.095.603,65;R$0,00;R$10.095.603,65
SIURB;C1062201;6022202200020353;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;PJ;NORTE;JARAGUÁ;Av. Amador Aguiar, 1648;-23.4378001;-46.7253001;CONTENÇÃO E RECUPERAÇÃO DO TALUDE, SISTEMA DE CAPTAÇÃO E DRENAGEM NA AVENIDA AMADOR AGUIAR - JARAGUÁ;Intervenção, Em caráter emergencial, para realização de obras para contenção e recuperação do talude, sistema de captação e drenagem na Avenida Amador Aguiar, Jaraguá, Subprefeitura Pirituba/Jaraguá;Outros;CONSTRUÇÃO;Recuperação de talude/arrimo;CONCLUÍDA;00-Tesouro Municipal;11/05/2022;05/12/2022;106/SIURB/22;F.F.L. SINALIZAÇÃO, COMERCIO E SERVIÇOS EIRELI;	8068681000131;		;R$9.200.694,79;R$0,00;R$9.200.694,79;R$8.933.571,35;R$0,00;R$8.933.571,35
SIURB;C1072201;6022202200004293;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;CL;SUL;Campo Limpo;R. Clodomiro de Oliveira, 30 - Parque Reboucas, São Paulo - SP, 05735-120, Brasil;-23.6290;-46.7443;OBRAS DE CONTENÇÃO DE TALUDE NA RUA CLODOMIRO DE OLIVEIRA X RUA CHICÓ NUNES - MORRO DA LUA;CONTRATAÇÃO DE EMPRESA PARA REALIZAÇÃO DE OBRAS DE CONTENÇÃO DE TALUDE NA RUA CLODOMIRO DE OLIVEIRA COM A RUA CHICÓ NUNES, BAIRRO MORRO DA LUA SUBPREFEITURA CAMPO LIMPO;Outros;CONSTRUÇÃO;Recuperação de talude/arrimo;CONCLUÍDA;00-Tesouro Municipal;31/01/2022;30/07/2022;107/SIURB/22;ALMEIDA SAPATA ENGENHARIA E CONSTRUCOES LTDA;	66748955000130;	;R$7.882.809,54;R$0,00;R$7.882.809,54;R$7.880.655,70;R$0,00;R$7.880.655,70
SIURB;C1082101;6022202100030012;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;CV;NORTE;CACHOEIRINHA;Avenida Inajar de Souza, 6000;-23.458051;-46.674912;Recuperação e contenção do muro em Gabião ;EXECUÇÃO DE OBRAS DE RECUPERAÇÃO E CONTENÇÃO DO MURO EM GABIÃO NA AVENIDA INAJAR DE SOUZA, ALTURA DO Nº 6000;Vias e Logradouros;CONSTRUÇÃO;EMERGENCIAL;CONCLUÍDA;00-Tesouro Municipal\08-Tesouro Municipal - Recursos Vinculados;07/10/2021;05/04/2022;108/SIURB/21;DB CONSTRUÇÕES LTDA;	03101876000112;	;R$9.703.256,77;R$0,00;R$9.703.256,77;R$9.703.256,77;R$0,00;R$9.703.256,77
SIURB;C1092101;6022202100026929;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;G ;LESTE;Lajeado;Rua Marinho Arcanjo x Baia de Japerica;-23.527574;-46.428841;Contenção de margens e devido ao Assoreamento e Escorregamento de taludes do Córrego Itaquera-Mirim;INTERVENÇÃO, EM CARÁTER EMERGENCIAL, PARA EXECUÇÃO DE OBRAS DE RECUPERAÇÃO DA MARGEM DO CÓRREGO ITAQUERA-MIRIM, DEVIDO AO ASSOREAMENTO E ESCORREGAMENTO DE TALUDES, NO TRCHO DA RUA MARINHO ARCANJO X BAIA DE JAPERICA;Drenagem;CONSTRUÇÃO;EMERGENCIAL;CONCLUÍDA;08-Tesouro Municipal - Recursos Vinculados;17/09/2021;16/03/2022;109/SIURB/21;CONSTRUTORA LETTIERI CORDARO LTDA;	07879965000145;	;R$4.047.754,42;R$0,00;R$4.047.754,42;R$4.046.097,00;R$0,00;R$4.046.097,00
SIURB;C1102101;6022202100034964;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;JT;NORTE;TREMEMBÉ;Rua Manuel Luna;-23.450511;-46.619380;Contenção de talude ;INTERVENÇÃO, EM CARÁTER EMERGENCIAL, PARA OBRAS DE CONTENÇÃO DE TALUDE NA RUA MANUEL LUNA;Outros;CONSTRUÇÃO;EMERGENCIAL;CONCLUÍDA;00-Tesouro Municipal\08-Tesouro Municipal - Recursos Vinculados;28/10/2021;26/04/2022;110/SIURB/21;CONSTRUISO ENGENHARIA E EMPREENDIMENTOS LTDA;	04206255000166;	;R$6.504.481,95;R$0,00;R$6.504.481,95;R$6.419.332,21;R$0,00;R$6.419.332,21
SIURB;C1102201;6022202200010854;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;JT;NORTE;Jaçanã;Tv. Igarapé Primavera, 92;-23.4542;-46.5842;CONTENÇÃO DE TALUDE E EXECUÇÃO DOS SISTEMAS DE DRENAGEM NA TRAVESSA IGARAPÉ - PRIMAVERA, ALTURA DO Nº 92;INTERVENÇÃO, EM CARÁTER EMERGENCIAL, PARA REALIZAÇÃO DE OBRAS PARA CONTENÇÃO DE TALUDE E EXECUÇÃO DOS SISTEMAS DE DRENAGEM NA TRAVESSA IGARAPÉ-PRIMAVERA, ALTURA DO Nº 92 - SUBPREFEITURA JAÇANÃ/TREMEMBÉ;Outros;CONSTRUÇÃO;Recuperação de talude/arrimo;CONCLUÍDA;00-Tesouro Municipal;10/03/2022;06/09/2022;110/SIURB/22;DEKTON ENGENHARIA E CONSTRUCAO LTDA;	6297348000179;	;R$18.102.424,50;R$0,00;R$18.102.424,50;R$18.101.730,57;R$0,00;R$18.101.730,57
SIURB;C1112101;6022202100033038;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SE;CENTRO;SANTA CECILIA;Rua Luigi Grecco e Rua Capistrano de Abreu;-23.528251;-46.653268;Recuperação de pilares, vigas, fissuras, rachaduras de apoio das rampas de acesso;EXECUÇÃO DE OBRAS DE RECUPERAÇÃO DE PILARES, VIGAS, FISSURAS, RACHADURAS NAS VIGAS DE APOIO DAS RAMPAS DE ACESSO E JUNTAS DE DILATAÇÃO DA PASSARELA DE PEDESTRES SOBRE TRILHOS DA CPTM, NA TRAVESSIA ENTRE A RUA LUIGI GRECCO E RUA CAPISTRANO DE ABREU - BARRA FUNDA;Mobilidade Urbana;CONSTRUÇÃO;EMERGENCIAL;CONCLUÍDA;00-Tesouro Municipal\08-Tesouro Municipal - Recursos Vinculados;22/10/2021;20/04/2022;111/SIURB/21;DB CONSTRUÇÕES LTDA;	03101876000112;	;R$4.922.687,18;R$0,00;R$4.922.687,18;R$4.708.376,87;R$0,00;R$4.708.376,87
SIURB;C1112201;6022202200006172;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;JT;NORTE;Jaçanã;R. Santa Isabel, 15A - Jardim Hebrom;-23.4513;-46.5816;OBRAS PARA CONTENÇÃO E ESTABILIZAÇÃO DE TALUDE NA RUA SANTA CECÍLIA;INTERVENÇÃO, EM CARÁTER EMERGENCIAL, PARA REALIZAÇÃO DE OBRAS PARA CONTENÇÃO E ESTABILIZAÇÃO DE TALUDE NA RUA SANTA CECÍLIA SUBPREFEITURA JAÇANÃ/TREMEMBÉ;Outros;CONSTRUÇÃO;Recuperação de talude/arrimo;CONCLUÍDA;00-Tesouro Municipal;11/02/2022;10/08/2022;111/SIURB/22;PAV PASSOS CONSTRUCOES LTDA;	31031932000125;	;R$18.450.768,54;R$0,00;R$18.450.768,54;R$18.450.364,37;R$0,00;R$18.450.364,37
SIURB;C1122201;6022202200013790;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;CL;SUL;Campo Limpo;Av. Alto de Vila Pirajussara, 160;-23.6512;-46.7802;RECUPERAÇÃO E CONTENÇÃO DAS MARGENS DO CÓRREGO SITUADO NO FUNDO DE VALE QUE DESÁGUA NO CÓRREGO ITAIM, PRÓXIMO À RUA SOARES BULHÕES E RUA EUGENIO DARODES;Contratação Emergencial – Obra Emergencial para contenção de talude na Rua Alto de Vila Pirajussara – Córrego do Engenho – Subprefeitura Campo Limpo;Outros;CONSTRUÇÃO;Recuperação de talude/arrimo;CONCLUÍDA;;14/12/2021;12/06/2022;112/SIURB/22;ERCAN CONSTRUTORA LTDA;	56783319000195;	;R$11.813.900,63;R$0,00;R$11.813.900,63;R$0,00;R$0,00;R$0,00
SIURB;C1132101;6022202100032015;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;IT;LESTE;VILA CURUÇÁ;Rua Rio Araranga;-23.511054;-46.402704;Recuperação da margem do Córrego e contenção de talude na Rua Rio Araranga;INTERVENÇÃO, EM CARÁTER EMERGENCIAL, PARA EXECUÇÃO DE OBRAS PARA RECUPERAÇÃO DA MARGEM DO CÓRREGO E CONTENÇÃO DE TALUDE NA RUA RIO ARARANGA, ENTRE OS NÚMEROS 101 A 324, TRECHO ÀS MARGENS DO CÓRREGO LAJEADO;Drenagem;CONSTRUÇÃO;EMERGENCIAL;CONCLUÍDA;00-Tesouro Municipal\03-Transferências Estaduais\08-Tesouro Municipal - Recursos Vinculados;13/10/2021;11/04/2022;113/SIURB/21;FP PROJETOS EMPREENDIMENTOS EIRELI;	15009784000196;	;R$9.806.855,33;R$0,00;R$9.806.855,33;R$9.804.417,26;R$0,00;R$9.804.417,26
SIURB;C1132201;6022202200009210;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;JT;NORTE;Jaçanã;Avenida Edu Chaves, Altura Do N° 520;-23.4722;-46.5717;RECOMPOSIÇÃO DE TALUDES - AV EDU CHAVES, ALTURA DO N 520 - PARQUE EDU CHAVES;Intervenção, Em Caráter emergencial, para realização de obras para recuperação de taludes, recomposição do tabuleiro e recuperação do pavimento asfáltico na Avenida Edu Chaves, Altura Do N° 520 – Parque Edu Chaves – Subprefeitura Jaçanâ/ Tremembé;Outros;CONSTRUÇÃO;Recuperação de talude/arrimo;CONCLUÍDA;00-Tesouro Municipal;24/02/2022;23/08/2022;113/SIURB/22;SITAG Engenharia Ltda;	29419365000137;	;R$7.195.174,32;R$0,00;R$7.195.174,32;R$7.195.174,30;R$0,00;R$7.195.174,30
SIURB;C1142101;6022202100030004;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;MO;LESTE;TATUAPE;Ruas Icaraí e Urumajó;-23.533426;-46.562346;Recuperação de GAP de canalização do Córrego Maranhão;EXECUÇÃO DE OBRAS COM PROJETO DE RECUPERAÇÃO DA GAP DE CANALIZAÇÃO DO CÓRREGO MARANHÃO, NO TRECHO COMPREENDIDO PELAS RUAS ICARAÍ E URUMAJÓ;Drenagem;CONSTRUÇÃO;EMERGENCIAL;CONCLUÍDA;03-Transferências Estaduais\08-Tesouro Municipal - Recursos Vinculados;07/10/2021;05/04/2022;114/SIURB/21;B&B ENGENHARIA;	03643992000163;	;R$14.623.889,57;R$0,00;R$14.623.889,57;R$14.619.450,19;R$0,00;R$14.619.450,19
SIURB;C1152101;6022202100030365;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;CS;SUL;Grajaú;Rua Valter Miranda de Bitencourt;-23.786734;-46.683474;Recomposição do talude e da via comprometida ;EXECUÇÃO DE OBRAS DE RECOMPOSIÇÃO DO TALUDE E VIA COMPROMETIDA NA RUA VALTER MIRANDA DE BITENCOURT;Vias e Logradouros;CONSTRUÇÃO;EMERGENCIAL;CONCLUÍDA;00-Tesouro Municipal\08-Tesouro Municipal - Recursos Vinculados;07/10/2021;05/04/2022;115/SIURB/21;B&B ENGENHARIA;	03643992000163;	;R$8.662.258,12;R$0,00;R$8.662.258,12;R$8.648.875,41;R$0,00;R$8.648.875,41
SIURB;C1162101;6022202100030250;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;MB;SUL;JARDIM SÃO LUIS;Ponte do Socorro - Avenida Nações Unidas;-23.665328;-46.711030;Recuperação de taludes, recuperação das escadarias e preenchimento dos vazios com solo cimento injetado sob pressão;INTERVENÇÃO, EM CARÁTER EMERGENCIAL, PARA EXECUÇÃO DE OBRAS DE RECUPERAÇÃO DE TALUDES, RECUPERAÇÃO DAS ESCADARIAS E PREENCHIMENTO DOS VAZIOS COM SOLO CIMENTO INJETADO SOB PRESSÃO NA PONTE DO SOCORRO - AV NAÇÕES UNIDAS;Mobilidade Urbana;CONSTRUÇÃO;EMERGENCIAL;CONCLUÍDA;08-Tesouro Municipal - Recursos Vinculados;07/10/2021;05/04/2022;116/SIURB/21;CONSTRUTORA PROGREDIOR LTDA;	56838949000110;	;R$6.815.176,71;R$0,00;R$6.815.176,71;R$6.812.593,69;R$0,00;R$6.812.593,69
SIURB;C1162201;7910202100012430;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;LA;OESTE;LAPA;Rua Guaicurus, nº 1100;-23.5223461;-46.6963661;DESCOMPLICA LAPA;Contratação de empresa especializada em engenharia para execução das obras de reforma de edificação para a implantação do Descomplica SP - Unidade Lapa;Outros;CONSTRUÇÃO;Descomplica;EM ANDAMENTO;00-Tesouro Municipal\00-Recursos não vinculados de Impostos\00-Campo de Marte;28/07/2022;26/08/2023;116/SIURB/22;FP PROJETOS EMPREENDIMENTOS EIRELI;	15009784000196;		;R$1.798.828,21;R$791.090,51;R$2.589.918,72;R$1.356.080,57;R$0,00;R$1.356.080,57
SIURB;C1172201;6022202200013616;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;MB;SUL;Jardim Ângela;Estr. da Baronesa, 40b;-23.6916;-46.7616;CONTENÇÃO DE TALUDE - ESTRADA DA BARONESA, 281;Intervenção, em caráter emergencial, para realização de obras para contenção de talude localizado na Estrada Da Baronesa, altura do nº 281 - Subprefeitura M' Boi Mirim;Outros;CONSTRUÇÃO;Recuperação de talude/arrimo;CONCLUÍDA;00-Tesouro Municipal;25/03/2022;21/09/2022;117/SIURB/22;M A S CONSTRUCOES E EMPREENDIMENTOS LIMITADA;	67192609000180;	;R$2.827.389,36;R$0,00;R$2.827.389,36;R$2.827.387,47;R$0,00;R$2.827.387,47
SIURB;C1182101;6022202100028611;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SM;LESTE;IGUATEMI;Avenida Gonçalves da Costa x Travessas Sonho por Sonho e Tardes de Lindóia;-23.611136;-46.452103;Recuperação das margens e contenção de talude do Córrego Caguaçu;INTERVENÇÃO, EM CARÁTER EMERGENCIAL, PARA A RECUPERAÇÃO DAS MARGENS E RECOMPOSIÇÃO DE TALUDES DO CÓRREGO CAGUAÇU, TRECHO LOCALIZADO DA AVENIDA GONÇALVES DA COSTA, ENTRE AS TRAVESSAS SONHO POR SONHO E TARDES DE LINDÓIA;Drenagem;CONSTRUÇÃO;EMERGENCIAL;CONCLUÍDA;03-Transferências Estaduais\08-Tesouro Municipal - Recursos Vinculados;29/09/2021;28/03/2022;118/SIURB/21;MAS CONTRUÇÕES E EMPREENDIMENTOS LTDA;	67192609000180;	;R$8.566.542,10;R$0,00;R$8.566.542,10;R$8.566.541,98;R$0,00;R$8.566.541,98
SIURB;C1182201;6022202200013543;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;MP;LESTE;Vila Jacuí;R. Mário Pati, 380;-23.5105;-46.4705;CONTENÇÃO DAS MARGENS DO CÓRREGO LIMOEIRO E RECUPERAÇÃO DO PONTILHÃO, NA RUA HENRIQUE FRANCO X RUA MARIO PATI;Intervenção, em caráter emergencial, para realização de obras de contenção das margens do córrego limoeiro e recuperação do pontilhão, na Rua Henrique Franco X Rua Mario Pati – Subprefeitura São Miguel Paulista;Drenagem;CONSTRUÇÃO;Córregos;CONCLUÍDA;00-Tesouro Municipal;25/03/2022;21/09/2022;118/SIURB/22;MATHESIS ENGENHARIA & CONSTRUCAO LIMITADA;	3302648000100;	;R$7.789.282,45;R$0,00;R$7.789.282,45;R$7.789.282,45;R$0,00;R$7.789.282,45
SIURB;C1192201;6022202200010463;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;IT;LESTE;Itaim Paulista;R. Beira Rio, 197;-23.5027;-46.3655;RECOMPOSIÇÃO DE TALUDE, RECUPERAÇÃO DOS SISTEMAS DE DRENAGEM E RECOMPOSIÇÃO DA VIA - CÓRREGO TRÊS PONTES - RUA LONDRINA X RUA BEIRA RIO;Obra emergencial para recomposição de talude, recuperação dos sistemas de drenagem e recomposição da via – Córrego Três Pontes – Rua Londrina X Rua Beira Rio – Subprefeitura Itaim;Drenagem;CONSTRUÇÃO;Margens de córrego;CONCLUÍDA;00-Tesouro Municipal;19/04/2022;16/10/2022;119/SIURB/22;CONSITEC ENGENHARIA E TECNOLOGIA LTDA.;	02243019000194;	;R$17.523.280,10;R$0,00;R$17.523.280,10;R$17.521.136,00;R$0,00;R$17.521.136,00
SIURB;C1202201;6022202200017832;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;EM;LESTE;Ermelino Matarazzo;R. João Spinola Carneiro Filho, 21;-23.4929;-46.4813;CONTENÇÃO DA MARGEM DO CÓRREGO E RECUPERAÇÃO PARCIAL DE PONTE, MURO ALA E PASSEIO - RUA JOÃO SPÍNOLA CARNEIRO FILHO X AV BOTURUSSU;Obras emergencial para contenção da margem do córrego e recuperação parcial de ponte, muro ala e passeio – Rua João Spínola Carneiro Filho X Av. Boturussu – Subprefeitura/Ermelino Matarazzo;Drenagem;CONSTRUÇÃO;Margens de córrego;CONCLUÍDA;00-Tesouro Municipal;18/04/2022;15/10/2022;120/SIURB/22;MATHESIS ENGENHARIA & CONSTRUCAO LIMITADA;	03302648000100;	;R$8.416.221,11;R$0,00;R$8.416.221,11;R$8.416.221,11;R$0,00;R$8.416.221,11
SIURB;C1212101;6022202100030357;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;CS;SUL;Grajaú;Rua José Martins Veiga, 549;-23.748461;-46.697376;Recomposição do talude e da via comprometida ;CONTRATAÇÃO DE SERVIÇOS DE EXECUÇÃO DE OBRAS DE RECOMPOSIÇÃO DO TALUDE E DA VIA COMPROMETIDA NA RUA JOSÉ MARTINS VEIGA, N 549 ;Vias e Logradouros;CONSTRUÇÃO;EMERGENCIAL;CONCLUÍDA;00-Tesouro Municipal\08-Tesouro Municipal - Recursos Vinculados;07/10/2021;05/04/2022;121/SIURB/21;ABCON CONSULTORIA;	32244971000173;	;R$2.522.289,13;R$0,00;R$2.522.289,13;R$2.466.882,74;R$0,00;R$2.466.882,74
SIURB;C1222101;6022202100034530;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;JT;NORTE;JAÇANÃ;Rua Lopes da Costa x Avenida Alfredo Avila;-23.458486;-46.572340;Recuperação dos encontros da ponte em suasduas extremidades, reconstrução das calçadas danificadas e canalização;INTERVENÇÃO, EM CARÁTER EMERGENCIAL, PARA EXECUÇÃO DE OBRAS DE RECUPERAÇÃO DOS ENCONTROS DA PONTE SOBRE O CÓRREGO TREMEMBÉ EM SUAS DUAS EXTREMIDADES, RECONSTRUÇÃO DAS CALÇADAS DANIFICADAS E CANALIZAÇÃO, NO TRECHO COMPREENDIDO ENTRE A RUA LOPES DA COSTA X AVENIDA ALFREDO ÁVILA;Mobilidade Urbana;CONSTRUÇÃO;EMERGENCIAL;CONCLUÍDA;00-Tesouro Municipal\08-Tesouro Municipal - Recursos Vinculados;25/10/2021;23/04/2022;122/SIURB/21;B&B ENGENHARIA;	03643992000163;	;R$22.410.051,85;R$0,00;R$22.410.051,85;R$22.404.821,27;R$0,00;R$22.404.821,27
SIURB;C1222201;6022202100043858;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;CL;SUL;Campo Limpo;Av. Alto de Vila Pirajussara, 160;-23.6512;-46.7802;OBRAS DE CONTENÇÃO DE TALUDE NA RUA ALTO DE VILA PIRAJUSSARA - CÓRREGO DO ENGENHO;Contratação Emergencial – Obra Emergencial para contenção de talude na Rua Alto de Vila Pirajussara – Córrego do Engenho;Outros;CONSTRUÇÃO;Margens de córrego;CONCLUÍDA;00-Tesouro Municipal;14/12/2021;11/06/2022;122/SIURB/22;ERCAN CONSTRUTORA LTDA;	56783319000195;	;R$5.542.863,93;R$0,00;R$5.542.863,93;R$5.542.696,77;R$0,00;R$5.542.696,77
SIURB;C1232101;6022202100036738;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;MG;NORTE;VILA MEDEIROS;Avenida Jardim Japão, 1493-1462;-23.478133;-46.583535;Recuperação da GAP, recuperação dos aterros em ambos as cabeceiras do pontilhão;INTERVENÇÃO, EM CARÁTER EMERGENCIAL, PARA REALIZAÇÃO DE OBRAS DE RECUPERAÇÃO DA GALERIA DE ÁGUAS PLUVIAIS, RECUPERAÇÃO DOS ATERROS EM AMBAS AS CABECEIRAS DO PONTILHÃO, RECUPERAÇÃO DOS ENCONTROS, INCLUSIVE RECONSTRUÇÃO DAS ALAS PARA A CONCORDÂNCIA COM A CANALIZAÇÃO EXISTENTE E A QUE SERÁ EXECUTADA E DEMAIS SERVIÇOS COMPLEMENTARES NA AVENIDA JARDIM JAPÃO, N 1493-1462;Drenagem;CONSTRUÇÃO;EMERGENCIAL;CONCLUÍDA;00-Tesouro Municipal\03-Transferências Estaduais\08-Tesouro Municipal - Recursos Vinculados;10/11/2021;09/05/2022;123/SIURB/21;BBC CONSTRUÇÕES E EMPREENDIMENTOS LTDA;	03643992000163;	;R$9.554.321,31;R$0,00;R$9.554.321,31;R$9.550.644,97;R$0,00;R$9.550.644,97
SIURB;C1242101;6022202100035057;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;G ;LESTE;GUAIANASES;Rua Rio Fartura, 200;-23.557258;-46.413117;Contenção de talude, construção do muro de arrimo e sistema de drenagem;INTERVENÇÃO, EM CARÁTER EMERGENCIAL, PARA REALIZAÇÃO DE OBRAS PARA A CONTENÇÃO DE TALUDE, CONSTRUÇÃO DO MURO DE ARRIMO E SISTEMA DE DRENAGEM DO CEI VILA MARILENA, LOCALIZADO NA RUA RIO FARTURA, N 200;Unidades de Educação;CONSTRUÇÃO;EMERGENCIAL;CONCLUÍDA;00-Tesouro Municipal;28/10/2021;26/04/2022;124/SIURB/21;FÓRMULA INC EMP;	57182115000161;	;R$1.419.937,37;R$0,00;R$1.419.937,37;R$1.363.223,97;R$0,00;R$1.363.223,97
